Material,Created On,Created At Time,Created by,Last Change,Changed by,Compl. maint. status,Maintenance status,DF at client level,Material type,Industry Sector,Material Group,Old material number,Base Unit of Measure,Order Unit,Document,Document type,Doc. Version,Page format,Document change no.,Page number,Number of sheets,Prod./insp. memo,Page format,Size/dimensions,Basic material,Industry Std Desc.,Lab/Office,Purchasing value key,Gross weight,Net weight,Weight unit,Volume,Volume unit,Container reqmts,Storage conditions,Temp. conditions,Low-Level Code,Transportation Group,Haz. material number,Division,Competitor,EAN Number,Number of GR slips,Procurement rule,Source of supply,Season,Label type,Label form,Field deactivated,EAN/UPC,EAN category,Length,Width,Height,Unit of Dimension,Product hierarchy,Stock Transfer Net Change Costing,CAD Indicator,QM in Procur. Active,Allowed pkg weight,Unit of weight,Allowed pkg volume,Volume unit,Excess wt tolerance,Excess volume tol.,Variable Purchase Order Unit,Revision Level Assgd,Material is configurable,Batch management,Packaging Mat. Type,Maximum level,Stackability factor,Matl Grp Pack.Matls,Authorization Group,Valid From,Valid to,Season Year,Price Band Category,With empties BOM,Ext. Material Group,Cross-plant CM,Material Category,Co-product,Follow-up material,Pricing Ref. Matl,X-Plant Material Status,X-distr.chain status,Valid from,Valid from,Tax classification,Catalog Profile,Min. Rem. Shelf Life,Total shelf life,Storage percentage,Content unit,Net contents,ComparisonPriceUnit,Labeling matl grpg,Gross contents,Conversion Method,Internal object no.,Environmentally rlvt,Product allocation,Pricing profile,Qual.f.FreeGoodsDis.,Manufacturer Part No.,Manufacturer,Int. material number,Mfr part profile,Units of meas. usage,Rollout,DG indicator profile,Highly viscous,In bulk/liquid,Serialization level,Closed,Appr.Batch Recd Req.,Assign effect. vals,Material completion level,Period Ind. for SLED,Rounding rule SLED,Product Composition,Gen. item cat. grp,Logistical variants,Material is locked,Indicator for relevance in CM,Assortment List Type,Expiration Date,EAN Variant,Generic Material,Reference matl for packing,GDS-Relevant,Origin Acceptance,Standard HU Type,Pilferable,WH Storage Condition,WH Material Group,Handling Indicator,Relevant for HS,Handling Unit Type,Varb. Tare Weight,Maximum Capacity,Overcapacity Toler.,Max. Pack. Length,Max. Pack. Width,Max. Pack. Height,Unit of Measurement,Country of origin,Material freight grp,Quarant. Per.,Quarantine Time Unit,Quality Inspection Group,Serial No. Profile,Form Name,Logistics Unit of Measure,Material Is a CW Material,CW Profile for CW Quantity,Catch Weight Tolerance Group,Adjustment Profile (Merchandise Distr.),Intellectual Property,Variant Price Allowed,Medium,Commodity,Cont. Non-Textile Parts of Animal Origin,Textile Composition Maintenance Active,Last Changed Time,Material,Chemical Compliance Relevance Indicator,Category of a Logistical Material,Material Number of Sales Material,Identification Tag Type,Segmentation Structure,Segmentation Strategy,Segmentation Status,Segmentation Strategy Scope,Segmentation Relevant,ANP Code,Protected Species Management Code,Fashion Attribute 1,Fashion Attribute 2,Fashion Attribute 3,Season Usage,Season Active in Inventory Management,Material Conv. ID,Dummy Field,Custom Field: High Risk ?,Custom Field: Risk Mitigation,Custom Field: Risk Reason,Product,Product ID,Maturation Time,Reqd Min. Shelf Life,Reqd Max. Shelf Life,Preferred Unit of Measure,Reference Product for Package Building,Product Shape,Product Orientation Profile,Overhang Threshold [%],Bridge Threshold [%],Maximum Slope for Bridges [ ],Absolute Height Threshold,UoM of Absolute Height Threshold,Product for Kit-to-Order,Procure to Order,Push Deployment from Supplier,Inventory Balancing Not Allowed,DRP: Global Stock on Entry Location,Excl. from Express Shipm.,Material Is Activated for CW,Valuation UoM,CW Tolerance Group,Fixed Tare,Ref.Unit of Measure TARE Calculation,Loading Units,Loading Unit Group,Structure Category,Tolerance Type ID,Counting Group,DSD Grouping,Cable Diameter,Unit for Dimensions,Cable Diameter Allowance in Percent,Bending Factor,Inner Width,Outer Diameter,Core Diameter,Load Capacity,R-O Flange Thick.,R-O Flange Height,Coil Delivery,Run-Out Flange,No. Vertical Layers,Smallest Permitted Clearance,Serialization Type,Synchronization Active,Last Synchronization Time,Indicator Changed Since Integration,Profile Relevant Country,Product Category,Tilting Allowed,No Stacking,Only Bottom Layer,Only Top Layer,Stacking Factor,Load without PKM,PKM Overhang Depth,PKM Overhang Width,Max. Stacking Height,Min. Stacking Height,Max.StackH Tolerance,No. Mat / Closed PKM,VSO Unit of Measure,Closed PKM Required,Packaging Code,DG Packaging Status,Duration of Work,Unit,Service Profile,Response Prof.,Billing Cycle,Billing Cycle Determination Rule ID,Assignment Schema,Material Condition Mgmt,Return Code,Return to Logistics Level,NATO Stock Number,Interchangeability Code for Ammunition,RIC ID,Overlength Part Number,Spare Part Class Code,Variable ObjectID,MS Book Part Number,SU Batch Default Value,Goods Rcpt to Posted Single-Unit Bch,Form-Fit-Function class,Supersession chain number,Creation Status,Int. Char. Number,Int. Char. Number,Int. Char. Number,Color,Main Size,Second Size,Free Charact. Value,Care Code,Brand,Component 1,Percentage Share 1,Component 2,Percentage Share 2,Component 3,Percentage Share 3,Component 4,Percentage Share 4,Component 5,Percentage Share 5,Fashion Grade,Material description,Material description
BSN_MAT_0001,5/27/2020,10:30:53 AM,SKUMAR,6/22/2020,SKUMAR,KC,KC,,ROH,M,,,EA,,,,,,,,0,,,,,,,,0.000,0.000,,0.000,,,,,,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,3:47:37 AM,BSN_MAT_0001,Not Decided,,,,,,,,,0,,,,,,,,,,,,246E960E85881EEAA880A4823D4B35BB,96wM3eM87kgeWAI2FKirkm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,test,TEST
BSN_MAT_0002,5/27/2020,2:07:57 PM,SKUMAR,5/27/2020,SKUMAR,K,K,,FERT,M,,,"""2",,,,,,,,0,,,,,,,,0.000,0.000,,0.000,,,,,,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,10:07:58 AM,BSN_MAT_0002,Not Decided,,,,,,,,,0,,,,,,,,,,,,246E960E85881EEAA8846EEE26823756,96wM3eM87kgeX6xk9e8tLW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,BSN Shoes category 1,BSN SHOES CATEGORY 1
BSN_MAT_0011,6/22/2020,6:46:18 AM,SKUMAR,6/22/2020,SKUMAR,K,K,,FERT,M,,,"""2",,,,,,,,0,,,,,,,,0.000,0.000,,0.000,,,,,,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,6:46:18 AM,BSN_MAT_0011,Not Decided,,,,,,,,,0,,,,,,,,,,,,246E960E85881EDAAD8A826855ADBDED,96wM3eM87jgjYe9eLQszxG,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,BSN Shoes category 9,BSN SHOES CATEGORY 9
BSN_MAT_0014,6/22/2020,7:08:16 AM,SKUMAR,6/22/2020,VKAMARTHI,KC,KC,,ROH,M,,,EA,,,,,,,,0,,,,,,,,0.000,0.000,,0.000,,,,,,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,7:08:16 AM,BSN_MAT_0014,Not Decided,,,,,,,,,0,,,,,,,,,,,,246E960E85881EDAAD8AE49A14FBFE0D,96wM3eM87jgjYkIQ5Fl{3G,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,test,TEST
CARS,10/26/2023,2:53:27 AM,MABDUL,10/26/2023,MABDUL,KV,KV,,BUND,M,,,PC,,,,,,,,0,,,,,,,,0,10,KG,0.000,,,,,,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,SRVP,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,2:53:27 AM,CARS,Not Decided,,,,,,,,,0,,,,,,,,,,,,246E960E85881EEE9CF55AB35FF31BA7,96wM3eM87kwSzLgpN}CRfm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,ARM Hardware 1,ARM HARDWARE 1
CM-FL-V00,10/5/2017,12:00:00 AM,BPINST,10/31/2018,BPINST,KCLVDBGAQ,KCLVDBGAQ,,KMAT,M,L004,,PC,,,,,,,,0,,,,,,,,"1,500","1,200",KG,0.000,,,,,000,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,X,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,0002,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,12:05:28 AM,CM-FL-V00,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAC35C99527EA24E,2joT4oH87jUgmroPKdwYJW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Forklift,FORKLIFT
CM-FL-V01,10/5/2017,12:00:00 AM,BPINST,10/29/2019,S4H_PP,KCLVDBGAZX,KCLVDBGA,,KMAT,M,L004,,PC,,,,,,,,0,,,,,,,,3,2,KG,0.000,,,,,000,0001,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,X,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,0002,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,11:35:59 AM,CM-FL-V01,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAC3182106A141CF,2joT4oH87jUgmnWX1g51pm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Forklift,FORKLIFT
CM-MLFL-KM-VXX,10/9/2018,12:00:00 AM,BPINST,9/27/2019,BPINST,KCLVDBGA,KCLVDBGA,,KMAT,M,L004,,PC,,,,,,,,0,,,,,,,,"1,000","1,000",KG,0.000,,,,,000,0001,,00,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,X,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,0002,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,3:07:11 AM,CM-MLFL-KM-VXX,Not Decided,,,,,,,,,0,,,,,,,,,,,,0AD0658A6F041ED8B380623BADA8C282,2j1bYcy47jYpW68xhQZ2WW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Multi-Level Forklifter,MULTI-LEVEL FORKLIFTER
CM-WPR-SYSTEM,9/26/2019,11:51:34 PM,BPINST,10/28/2019,S4H_PP,KC,KC,,KMAT,M,,,EA,,,,,,,,0,,,,,,,,0.000,0.000,,0.000,,,,,000,,,,,,0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,X,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,2:18:20 PM,CM-WPR-SYSTEM,Not Decided,,,,,,,,,0,,,,,,,,,,,,1246368BD7AA1ED9B897124C1D468936,4aOsYzUg7jcubn9C7KQ9DW,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0.000,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Wiper System,WIPER SYSTEM
CSSRV_01,3/28/2018,12:00:00 AM,BPINST,11/3/2019,BPINST,KVX,KV,,SERV,M,P001,,HR,,,,,,,,0,,,,,,,,0,0,KG,0.000,,,,,001,,,,,,0.0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,SRVP,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,12:47:45 PM,CSSRV_01,Not Decided,,,,,,,,,0,,,,,,,,,,,,126EE31C69721EE88CCCD3AA4F1749AF,4cxZ76bo7kYCpDEgJnT9hm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,1.0,HR,5X10,FIRST,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Maintenance,MAINTENANCE
CSSRV_02,3/28/2018,12:00:00 AM,BPINST,2/28/2020,BPINST,KVXEB,KVEB,,SERV,M,P001,,HR,,,,,,,,0,,,,,,,,0,0,KG,0.000,,,,,001,,,,,,0.0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,10:44:00 AM,CSSRV_02,Not Decided,,,,,,,,,0,,,,,,,,,,,,126EE31C69721EE88CCD3E1086158A30,4cxZ76bo7kYCpJuGXXMAC0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,1.0,HR,7X24,STANDARD,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Repair,REPAIR
CSSRV_1,3/28/2018,12:00:00 AM,BPINST,3/19/2019,SERV_EMPL,KVX,KV,,SERV,M,P001,,HR,,,,,,,,0,,,,,,,,0,0,KG,0.000,,,,,,,,,,,0.0,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,2:12:13 PM,CSSRV_1,Not Decided,,,,,,,,,0,,,,,,,,,,,,126EE31C69721EE88CCED873E692CBE7,4cxZ76bo7kYCpjXpvfBBvm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0.000,0.000,0.000,0.000,0.000,0,,,,,2.0,HR,5X10,FIRST,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,Maintenance,MAINTENANCE
EWMS4-01,10/5/2017,12:00:00 AM,BPINST,9/27/2019,S4H_EWM_DEM,KLEVDB,KLEVDB,,HAWA,M,L001,,PC,,,,,,,,0,,,,,,,,18,18,KG,8,L,,YE,,,0001,,00,,,0,,,,,,,,,20,20,20,CM,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,8:52:12 PM,EWMS4-01,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAC3D84796D1C35B,2joT4oH87jUgmzX7bj73Mm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"Small Part, Slow-Moving Item","SMALL PART, SLOW-MOVING ITEM"
EWMS4-02,10/5/2017,12:00:00 AM,BPINST,9/27/2019,S4H_EWM_DEM,KLEVDB,KLEVDB,,HAWA,M,L001,,PC,,,,,,,,0,,,,,,,,4,4,KG,3,L,,YE,,,0001,,00,,,0,,,,,,,,,10,10,30,CM,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,8:52:12 PM,EWMS4-02,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAC3D89003CB235B,2joT4oH87jUgmzYG0yiZMm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"Small Part, Fast-Moving Item","SMALL PART, FAST-MOVING ITEM"
EWMS4-03,10/6/2017,12:00:00 AM,BPINST,2/25/2019,BPINST,KLEVDBZX,KLEVDB,,HAWA,M,L001,,PC,,,,,,,,0,,,,,,,,225,225,KG,144,L,,YE,,,0001,,00,,,0,,,,,,,9783836239684,HE,40,120,30,CM,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,7:15:41 PM,EWMS4-03,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAC780BC50E22B28,2joT4oH87jUgnu2yKE8hA0,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"Small Part, Fast-Moving Item","SMALL PART, FAST-MOVING ITEM"
EWMS4-10,10/5/2017,12:00:00 AM,BPINST,10/25/2018,S4H_EWM,KLEVDB,KLEVDB,,HAWA,M,L001,,PC,,,,,,,,0,,,,,,,,225,225,KG,144,L,,YE,,,0001,,00,,,0,,,,,,,9781592292868,HE,40,120,30,CM,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,8:52:12 PM,EWMS4-10,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAC3D8F8A6B3E35B,2joT4oH87jUgmzZufhFZMm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"Large Part, Slow-Moving Item","LARGE PART, SLOW-MOVING ITEM"
EWMS4-11,10/5/2017,12:00:00 AM,BPINST,10/9/2018,BPINST,KLEVDB,KLEVDB,,HAWA,M,L001,,PC,,,,,,,,0,,,,,,,,150,150,KG,135,L,,YE,,,0001,,00,,,0,,,,,,,9781592294091,HE,50,30,90,CM,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,8:52:13 PM,EWMS4-11,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAC3D961A44BA35B,2joT4oH87jUgmzbXf4kZMm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"Large Part, Fast-Moving Item","LARGE PART, FAST-MOVING ITEM"
EWMS4-20,10/6/2017,12:00:00 AM,BPINST,10/9/2018,BPINST,KCLEVDB,KCLEVDB,,HAWA,M,L001,,PC,,,,,,,,0,,,,,,,,150,150,KG,135,L,,YE,,,0001,,00,,,0,,,,,,,9781937585648,HE,50,30,90,CM,,,,,0.000,,0.000,,0.0,0.0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,9:16:22 PM,EWMS4-20,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAC740372810EAB9,2joT4oH87jUgnq0tA13gkG,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"Large Part, Fast-Moving Item, Batches","LARGE PART, FAST-MOVING ITEM, BATCHES"
EWMS4-40,10/5/2017,12:00:00 AM,BPINST,10/9/2018,BPINST,KLEVDB,KLEVDB,,HAWA,M,L001,,PC,,,,,,,,0,,,,,,,,1,1,KG,5,L,,YE,,,0001,,00,,,0,,,,,,,,,16,20,16,CM,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0.000,0,,0.000,,0,,,,,,,,,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,8:52:13 PM,EWMS4-40,Not Decided,,,,,,,,,0,,,,,,,,,,,,0ADC9D1324481ED7AAC3D9C68EC3635B,2joT4oH87jUgmzd6ZiDZMm,,,,,,,,0.00,0.00,0.00,0.000,,,,,,,,,,,,,0,,,,,,0.00,,0.00,0,0.00,0.00,0.00,0,0.00,0.00,,,0,0.00,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,0.000,,,,,,,,,,,,0,,0,00000000000000000000000000000000,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,"Product for Bulk Storage A, Short Lane","PRODUCT FOR BULK STORAGE A, SHORT LANE"
