Purchasing Document,Item,Seq. No. of Account Assgt,Trans./event type,Material Doc. Year,Material Document,Material Doc.Item,PO History Category,Movement type,Posting Date,Quantity,Quantity in OPUn,Amt.in Loc.Cur.,Amount,Currency,GR/IR clearing value in local currency,GR Blck.Stock in OUn,GR blocked stck.OPUn,Debit/Credit ind,Valuation Type,Delivery Completed,Reference,Fisc. Year Ref. Doc.,Reference Document,Reference Doc. Item,Reason for Movement,Entry Date,Time of Entry,Invoice Value,Compliance with Shipping Instr.,Invoice Value in FC,Material,Plant,RevGR despite IR,Sequential Number,Doc. Condition No.,Tax Code,Del. Note Quantity,Delivery Note Unit,Material,GR/IR clearing value in FC,Local currency,Quantity,Batch,Document Date,Calcn of value open,Unplanned Acct Assgmt: Inv. Verification,Created by,Service,Package Number,Service line,Seq. No. of PO Acc. Assignment,SRV Returns Indicator,GR/IR clearing value in FC,FC invoice amount,SAP Release,Quantity,Quantity in OPUn,Amt.in Loc.Cur.,Amount,Val. GR Blocked Stock in OUn,Valuated GR Blocked Stock in OPUn,Origin Acceptance,GR/IR clearing value in local currency,Exch. Rate Diff. Amt,Retention in Document Currency,Retention in Company Code Currency,Posted Retention in Document Currency,Posted Security Retention in CC Crcy,Multiple Account Assignment,Exchange Rate,Origin of an Invoice Item,Delivery,Item,Stock Segment,Data Filter Value for Data Aging,SES Unit of Measure,Logical System,SLQUpd.,Quantity in Parallel Unit of Measure,GR Blocked Stock in Base/Parallel UoM,Parallel Unit of Measure Type,GR Blkd Stk in Basis or Parallel UoM,Die complete flag,Season Year,Season,Collection,Theme,Quantity,Characteristic Value 1,Characteristic Value 2,Characteristic Value 3
4500001634,1,0,1,2020,5000001263,1,E,101,6/24/2020,228.000,228.000,"19,785.84","19,785.84",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/24/2020,5:01:46 AM,0.00,,0.00,MZ-TG-Y240,1710,,0,,,0.000,,,0.00,USD,228.000,,6/24/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001635,1,0,1,2020,5000001264,1,E,101,6/25/2020,49.000,49.000,"84,779.31","84,779.31",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/25/2020,5:00:57 AM,0.00,,0.00,MZ-RM-R300-01,1710,,0,,,0.000,,,0.00,USD,49.000,,6/25/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001636,1,0,1,2020,5000001265,1,E,101,6/25/2020,56.000,56.000,"39,276.72","39,276.72",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/25/2020,5:01:06 AM,0.00,,0.00,MZ-RM-R200-01,1710,,0,,,0.000,,,0.00,USD,56.000,,6/25/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001637,1,0,1,2020,5000001266,1,E,101,6/25/2020,110.000,110.000,"16,045.70","16,045.70",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/25/2020,5:01:10 AM,0.00,,0.00,MZ-RM-R100-01,1710,,0,,,0.000,,,0.00,USD,110.000,,6/25/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001638,1,0,1,2020,5000001267,1,E,101,6/25/2020,81.000,81.000,"54,195.48","54,195.48",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/25/2020,5:01:14 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,81.000,,6/25/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001639,1,0,1,2020,5000001268,1,E,101,6/25/2020,217.000,217.000,"45,209.78","45,209.78",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/25/2020,5:01:19 AM,0.00,,0.00,MZ-RM-M525-01,1710,,0,,,0.000,,,0.00,USD,217.000,,6/25/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001640,1,0,1,2020,5000001269,1,E,101,6/25/2020,134.000,134.000,"15,332.28","15,332.28",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/25/2020,5:01:23 AM,0.00,,0.00,MZ-RM-M500-01,1710,,0,,,0.000,,,0.00,USD,134.000,,6/25/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001641,1,0,1,2020,5000001270,1,E,101,6/25/2020,419.000,419.000,"140,465.56","140,465.56",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/25/2020,5:01:27 AM,0.00,,0.00,MZ-RM-C990-01,1710,,0,,,0.000,,,0.00,USD,419.000,,6/25/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001642,1,0,1,2020,5000001271,1,E,101,6/25/2020,149.000,149.000,"28,277.22","28,277.22",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/25/2020,5:01:31 AM,0.00,,0.00,MZ-RM-C950-01,1710,,0,,,0.000,,,0.00,USD,149.000,,6/25/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001643,1,0,1,2020,5000001272,1,E,101,6/25/2020,316.000,316.000,"32,484.80","32,484.80",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/25/2020,5:01:34 AM,0.00,,0.00,MZ-RM-C900-01,1710,,0,,,0.000,,,0.00,USD,316.000,,6/25/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001644,1,0,1,2020,5000001273,1,E,101,6/25/2020,642.000,642.000,"26,232.12","26,232.12",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/25/2020,5:01:38 AM,0.00,,0.00,MZ-TG-Y120,1710,,0,,,0.000,,,0.00,USD,642.000,,6/25/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001645,1,0,1,2020,5000001274,1,E,101,6/25/2020,763.000,763.000,"51,937.41","51,937.41",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/25/2020,5:01:40 AM,0.00,,0.00,MZ-TG-Y200,1710,,0,,,0.000,,,0.00,USD,763.000,,6/25/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001646,1,0,1,2020,5000001275,1,E,101,6/25/2020,338.000,338.000,"29,331.64","29,331.64",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/25/2020,5:01:43 AM,0.00,,0.00,MZ-TG-Y240,1710,,0,,,0.000,,,0.00,USD,338.000,,6/25/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001647,1,0,1,2020,5000001280,1,E,101,6/26/2020,53.000,53.000,"91,700.07","91,700.07",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/26/2020,5:00:32 AM,0.00,,0.00,MZ-RM-R300-01,1710,,0,,,0.000,,,0.00,USD,53.000,,6/26/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001648,1,0,1,2020,5000001281,1,E,101,6/26/2020,88.000,88.000,"61,720.56","61,720.56",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/26/2020,5:00:46 AM,0.00,,0.00,MZ-RM-R200-01,1710,,0,,,0.000,,,0.00,USD,88.000,,6/26/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001649,1,0,1,2020,5000001282,1,E,101,6/26/2020,162.000,162.000,"23,630.94","23,630.94",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/26/2020,5:00:50 AM,0.00,,0.00,MZ-RM-R100-01,1710,,0,,,0.000,,,0.00,USD,162.000,,6/26/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001650,1,0,1,2020,5000001283,1,E,101,6/26/2020,59.000,59.000,"39,475.72","39,475.72",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/26/2020,5:00:54 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,59.000,,6/26/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001651,1,0,1,2020,5000001284,1,E,101,6/26/2020,237.000,237.000,"49,376.58","49,376.58",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/26/2020,5:00:58 AM,0.00,,0.00,MZ-RM-M525-01,1710,,0,,,0.000,,,0.00,USD,237.000,,6/26/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001652,1,0,1,2020,5000001285,1,E,101,6/26/2020,106.000,106.000,"12,128.52","12,128.52",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/26/2020,5:01:02 AM,0.00,,0.00,MZ-RM-M500-01,1710,,0,,,0.000,,,0.00,USD,106.000,,6/26/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001653,1,0,1,2020,5000001286,1,E,101,6/26/2020,280.000,280.000,"93,867.20","93,867.20",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/26/2020,5:01:06 AM,0.00,,0.00,MZ-RM-C990-01,1710,,0,,,0.000,,,0.00,USD,280.000,,6/26/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001654,1,0,1,2020,5000001287,1,E,101,6/26/2020,149.000,149.000,"28,277.22","28,277.22",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/26/2020,5:01:10 AM,0.00,,0.00,MZ-RM-C950-01,1710,,0,,,0.000,,,0.00,USD,149.000,,6/26/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001655,1,0,1,2020,5000001288,1,E,101,6/26/2020,371.000,371.000,"38,138.80","38,138.80",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/26/2020,5:01:14 AM,0.00,,0.00,MZ-RM-C900-01,1710,,0,,,0.000,,,0.00,USD,371.000,,6/26/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001656,1,0,1,2020,5000001289,1,E,101,6/26/2020,122.000,122.000,"4,984.92","4,984.92",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/26/2020,5:01:17 AM,0.00,,0.00,MZ-TG-Y120,1710,,0,,,0.000,,,0.00,USD,122.000,,6/26/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001657,1,0,1,2020,5000001290,1,E,101,6/26/2020,603.000,603.000,"41,046.21","41,046.21",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/26/2020,5:01:20 AM,0.00,,0.00,MZ-TG-Y200,1710,,0,,,0.000,,,0.00,USD,603.000,,6/26/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001658,1,0,1,2020,5000001291,1,E,101,6/26/2020,148.000,148.000,"12,843.44","12,843.44",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/26/2020,5:01:23 AM,0.00,,0.00,MZ-TG-Y240,1710,,0,,,0.000,,,0.00,USD,148.000,,6/26/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001659,1,0,1,2020,5000001292,1,E,101,6/27/2020,49.000,49.000,"84,779.31","84,779.31",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/27/2020,5:00:30 AM,0.00,,0.00,MZ-RM-R300-01,1710,,0,,,0.000,,,0.00,USD,49.000,,6/27/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001660,1,0,1,2020,5000001293,1,E,101,6/27/2020,76.000,76.000,"53,304.12","53,304.12",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/27/2020,5:00:40 AM,0.00,,0.00,MZ-RM-R200-01,1710,,0,,,0.000,,,0.00,USD,76.000,,6/27/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001661,1,0,1,2020,5000001294,1,E,101,6/27/2020,101.000,101.000,"14,732.87","14,732.87",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/27/2020,5:00:44 AM,0.00,,0.00,MZ-RM-R100-01,1710,,0,,,0.000,,,0.00,USD,101.000,,6/27/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001662,1,0,1,2020,5000001295,1,E,101,6/27/2020,45.000,45.000,"30,108.60","30,108.60",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/27/2020,5:00:48 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,45.000,,6/27/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001663,1,0,1,2020,5000001296,1,E,101,6/27/2020,206.000,206.000,"42,918.04","42,918.04",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/27/2020,5:00:52 AM,0.00,,0.00,MZ-RM-M525-01,1710,,0,,,0.000,,,0.00,USD,206.000,,6/27/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001664,1,0,1,2020,5000001297,1,E,101,6/27/2020,78.000,78.000,"8,924.76","8,924.76",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/27/2020,5:00:56 AM,0.00,,0.00,MZ-RM-M500-01,1710,,0,,,0.000,,,0.00,USD,78.000,,6/27/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001665,1,0,1,2020,5000001298,1,E,101,6/27/2020,295.000,295.000,"98,895.80","98,895.80",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/27/2020,5:01:00 AM,0.00,,0.00,MZ-RM-C990-01,1710,,0,,,0.000,,,0.00,USD,295.000,,6/27/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001666,1,0,1,2020,5000001299,1,E,101,6/27/2020,128.000,128.000,"24,291.84","24,291.84",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/27/2020,5:01:04 AM,0.00,,0.00,MZ-RM-C950-01,1710,,0,,,0.000,,,0.00,USD,128.000,,6/27/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001667,1,0,1,2020,5000001300,1,E,101,6/27/2020,98.000,98.000,"10,074.40","10,074.40",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/27/2020,5:01:08 AM,0.00,,0.00,MZ-RM-C900-01,1710,,0,,,0.000,,,0.00,USD,98.000,,6/27/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001668,1,0,1,2020,5000001301,1,E,101,6/27/2020,720.000,720.000,"29,419.20","29,419.20",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/27/2020,5:01:12 AM,0.00,,0.00,MZ-TG-Y120,1710,,0,,,0.000,,,0.00,USD,720.000,,6/27/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001669,1,0,1,2020,5000001302,1,E,101,6/27/2020,448.000,448.000,"30,495.36","30,495.36",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/27/2020,5:01:15 AM,0.00,,0.00,MZ-TG-Y200,1710,,0,,,0.000,,,0.00,USD,448.000,,6/27/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001670,1,0,1,2020,5000001303,1,E,101,6/27/2020,296.000,296.000,"25,686.88","25,686.88",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/27/2020,5:01:17 AM,0.00,,0.00,MZ-TG-Y240,1710,,0,,,0.000,,,0.00,USD,296.000,,6/27/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001671,1,0,1,2020,5000001304,1,E,101,6/28/2020,39.000,39.000,"67,477.41","67,477.41",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/28/2020,5:00:31 AM,0.00,,0.00,MZ-RM-R300-01,1710,,0,,,0.000,,,0.00,USD,39.000,,6/28/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001672,1,0,1,2020,5000001305,1,E,101,6/28/2020,39.000,39.000,"27,353.43","27,353.43",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/28/2020,5:00:41 AM,0.00,,0.00,MZ-RM-R200-01,1710,,0,,,0.000,,,0.00,USD,39.000,,6/28/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001673,1,0,1,2020,5000001306,1,E,101,6/28/2020,174.000,174.000,"25,381.38","25,381.38",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/28/2020,5:00:45 AM,0.00,,0.00,MZ-RM-R100-01,1710,,0,,,0.000,,,0.00,USD,174.000,,6/28/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001674,1,0,1,2020,5000001307,1,E,101,6/28/2020,16.000,16.000,"10,705.28","10,705.28",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/28/2020,5:00:49 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,16.000,,6/28/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001675,1,0,1,2020,5000001308,1,E,101,6/28/2020,333.000,333.000,"69,377.22","69,377.22",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/28/2020,5:00:53 AM,0.00,,0.00,MZ-RM-M525-01,1710,,0,,,0.000,,,0.00,USD,333.000,,6/28/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001676,1,0,1,2020,5000001309,1,E,101,6/28/2020,128.000,128.000,"14,645.76","14,645.76",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/28/2020,5:00:57 AM,0.00,,0.00,MZ-RM-M500-01,1710,,0,,,0.000,,,0.00,USD,128.000,,6/28/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001677,1,0,1,2020,5000001310,1,E,101,6/28/2020,227.000,227.000,"76,099.48","76,099.48",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/28/2020,5:01:01 AM,0.00,,0.00,MZ-RM-C990-01,1710,,0,,,0.000,,,0.00,USD,227.000,,6/28/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001678,1,0,1,2020,5000001311,1,E,101,6/28/2020,179.000,179.000,"33,970.62","33,970.62",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/28/2020,5:01:05 AM,0.00,,0.00,MZ-RM-C950-01,1710,,0,,,0.000,,,0.00,USD,179.000,,6/28/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001679,1,0,1,2020,5000001312,1,E,101,6/28/2020,378.000,378.000,"38,858.40","38,858.40",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/28/2020,5:01:09 AM,0.00,,0.00,MZ-RM-C900-01,1710,,0,,,0.000,,,0.00,USD,378.000,,6/28/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001680,1,0,1,2020,5000001313,1,E,101,6/28/2020,704.000,704.000,"28,765.44","28,765.44",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/28/2020,5:01:13 AM,0.00,,0.00,MZ-TG-Y120,1710,,0,,,0.000,,,0.00,USD,704.000,,6/28/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001681,1,0,1,2020,5000001314,1,E,101,6/28/2020,547.000,547.000,"37,234.29","37,234.29",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/28/2020,5:01:16 AM,0.00,,0.00,MZ-TG-Y200,1710,,0,,,0.000,,,0.00,USD,547.000,,6/28/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001682,1,0,1,2020,5000001315,1,E,101,6/28/2020,264.000,264.000,"22,909.92","22,909.92",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/28/2020,5:01:18 AM,0.00,,0.00,MZ-TG-Y240,1710,,0,,,0.000,,,0.00,USD,264.000,,6/28/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001683,1,0,1,2020,5000001316,1,E,101,6/29/2020,48.000,48.000,"83,049.12","83,049.12",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/29/2020,5:00:33 AM,0.00,,0.00,MZ-RM-R300-01,1710,,0,,,0.000,,,0.00,USD,48.000,,6/29/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
